param,sensitivity,boot_mean,ci_low,ci_high
P1,0.4977853288455175,0.497814511943665,0.4648950051206655,0.5283942538305394
P2,0.27285148983441965,0.2726431878903764,0.24541897923005074,0.30144743758242615
P3,0.0002189729333055623,0.00022036350341927039,0.00018117594489748868,0.00026576799953135924
P4,0.0001289655977570386,0.00012910805997658117,0.00011646314655819363,0.00014239646512375002
P5,0.0001887870559343363,0.0001895631514899113,0.0001605127016184641,0.00022204312146182064
P6,0.002263179419904959,0.002265745629637485,0.001992499582082196,0.00254213806447631
P7,0.10125456617968386,0.10137579353553514,0.08926575212791535,0.1135681819316546
P8,0.08967424398443335,0.08978467134680912,0.07894238852517124,0.10074744827642203
P9,0.02220051443415558,0.022161041272158732,0.01999051243070855,0.024438856465678487
P10,0.01343395171488805,0.013416013666931507,0.012278092346752449,0.014642336802094893
