param,sensitivity,boot_mean,ci_low,ci_high
P1,0.5018676245102587,0.5016143580643426,0.47027296704837906,0.5335247332058877
P2,0.0419230247060685,0.041762320994091134,0.03279230255498007,0.05160624206421832
P3,0.00023131843362322305,0.0002322165042086193,0.00018729194910993747,0.0002787279340402867
P4,0.0001718348985392227,0.00017135717526558923,0.00015186417677403493,0.0001912862834611305
P5,0.00019761804728858322,0.00019834852834575188,0.0001661457730883724,0.00023358174829560312
P6,0.0046897832997176364,0.004695774257379347,0.004344989587416925,0.005051116461286657
P7,0.23314787290240976,0.23338197495336527,0.21594446910775833,0.2510357719873318
P8,0.20968024194390625,0.20988418553670918,0.1938105504961445,0.225681096146979
P9,0.0052448881342508896,0.005222928402209432,0.0041448902035513885,0.0063873602713663
P10,0.0028457931239372057,0.0028365355840839195,0.002255806509207658,0.0034480848481605506
