Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8,Group_9,Group_10,Group_11,Group_12,Group_13,Group_14,Group_15,Group_16,Group_17,Group_18,Group_19,Group_20,Group_21,Group_22,Group_23,Group_24,Group_25
77159976964437.31,23432133886888.035,13293437071545.83,10249389144623.09,301038563104.3941,7542394254.482513,1761431508.2252655,4621745273.760252,11954814011.65951,24364578567.356075,37272767267.60155,38679979789.81541,29202906191.00422,18477163003.69066,9794418288.205847,4315727753.232283,1554893992.6770217,489704269.75123787,105804741.37289585,14815422.085223392,1427079.9486450606,100486.33941709882,5187.370893619509,187.88191855220762,4.412193699919657
77963948105687.75,23680946222732.598,13416617426534.488,10331329627891.46,330958113480.18835,7615941058.83679,2021513784.563591,6688154971.685097,17836657341.562298,32596568286.257103,42188193305.03407,37937753866.75514,26105699013.030563,15663052130.844774,8197957973.622326,3715104069.8206906,1455242160.479834,544949250.767348,138995495.09416693,24004138.05699583,2948492.9393648393,265097.5657548937,16830.798635764844,700.1530872091352,17.421436354010993
77858865392537.69,23647718815647.92,13402104326027.506,10316038109344.008,344490651804.0549,8430370939.693515,1904099153.2558496,6360613887.131691,17905824807.219543,33926587234.236233,45571328907.285385,42143503275.3577,28941199382.599762,16546821723.708826,8190012638.133856,3573159633.2304473,1373426080.9992964,498844940.5921099,130989453.67764145,23622510.462953445,3075787.0034089005,300031.5817498755,21486.489765085607,1070.150415019831,34.68117296678164
78213902676869.77,23756579360968.477,13450605467989.438,10357668130776.074,271279712513.4339,3339204775.7560563,738921835.954923,2558437149.371687,7451057054.3712225,15588174861.59254,22353332886.55548,21208498200.950886,15512523875.640633,10528020104.047132,6609801366.401725,3755619981.997689,2179123996.114066,945935012.4464684,270662674.3219329,51478769.3530213,6585400.782975216,559651.4905422804,29504.277183119102,872.7821379574424,13.217390291348684
77860847889458.7,23648734568687.73,13400542677521.871,10321964087226.195,324945914552.79877,7122068737.763817,1517131607.4629605,5280345727.691822,15317881233.994732,29783226902.024204,40579986468.832115,37717588277.71713,26156796351.944298,15492505892.381506,8083614025.7288475,3728742324.877383,1505492218.8894768,582978327.8884966,152708996.75274763,27223519.56893611,3469997.9822200346,326517.5677501784,22045.45889629429,999.7522334878289,28.07395867197711
77024210604967.33,23390040522702.93,13271743489366.613,10228040397853.79,270912948838.82135,4448111001.679471,502816668.348605,1780790636.3438792,6409354405.393045,16150030340.238659,28619770103.01187,31853147456.355904,24083748288.987137,14899574278.277294,8273917128.266821,4221358307.0306525,1991749739.9335794,802231399.7753696,212700983.27614826,37612508.70539748,4648423.232837416,418300.12250699603,27053.839754958943,1187.85419955418,32.7022653951054
78467561753113.47,23836459536900.777,13490629604507.117,10381850422004.26,275681535047.29645,6332465797.6107,882575861.7802985,2461430746.125703,8207170206.060545,18508510246.57775,28344090161.614403,29817110182.481113,23453172894.26363,15343920275.490063,8447958643.952591,3956366069.275336,1598820557.6075993,557016769.2133677,123226196.40055613,17721524.764431626,1767675.8924286738,129407.78785445156,6892.426610316033,252.40502337108398,5.88818393129839
78080062574921.56,23712349970531.95,13429638805357.44,10338224675126.174,234245972643.10596,4621209888.606559,401460477.59324646,945318371.808834,3912620645.394777,11250578364.37521,21994688816.481396,27962485687.736553,24915031245.64577,17246017335.131233,9598403204.850494,4386673445.4385195,1682548977.5497143,536268239.9303458,106642659.17269666,13655372.947011327,1219846.4314544233,81965.56358171423,4218.581227057646,162.20878109314881,4.434945128977039
78345153383242.36,23797285243807.176,13469720433534.816,10367653379788.639,234511535788.34113,3074276262.1349564,159275469.87966973,484231749.8870522,2552607755.6056666,8174881809.38769,16109929388.699305,19558152649.260193,16438842561.983412,11188824287.678242,6742041720.665604,3781135106.814459,2292840415.6755805,920594035.3873258,243703188.7047723,43663064.727909654,5507900.18555888,497981.45471625635,30846.038806169763,1202.1793234628121,26.966205752480935
78073497608145.48,23714525018895.824,13430687675912.994,10340846056504.547,280352413854.0311,6131601572.424291,787283526.3231127,2320924772.1585774,8223907521.547504,19251861302.71899,30623866158.001446,32782504648.694,25604508643.453445,16261577026.814562,8663621624.868845,3954455010.6985097,1551937671.7478263,553052050.8588746,127154307.77169466,19280882.97533672,2057323.3383996175,163642.0731575546,9678.53156438556,406.3879417350055,11.339001198236975
