Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8,Group_9,Group_10,Group_11,Group_12,Group_13,Group_14,Group_15,Group_16,Group_17,Group_18,Group_19,Group_20,Group_21,Group_22,Group_23,Group_24,Group_25
195471007950833.1,50575909289193.26,24413058440234.645,8539310799061.91,1598990310307.3618,364707342634.5239,102038654451.19382,29034609911.37434,9219514312.89223,3407306714.9567227,1325243969.5853412,472232524.0808847,151805456.95841044,45980922.14950772,13351531.543320004,3713301.613971216,1003522.628246598,262869.21006097656,51083.48067055249,6477.367547601232,500.13406077016134,23.415372610800482,0.6610969859366367,0.0112970876042582,0.00011790282496128751
195514061072641.12,50592532171475.09,24425588903127.02,8562716946817.19,1794619300064.2705,363589601111.3431,88662070352.05069,22090469039.955406,6130390928.875416,1948528449.8336782,650425581.1865942,204983056.63588724,60841039.76202682,17710746.3740226,5121847.70573808,1477325.1114905807,431563.40609763155,140286.1765472532,33296.83453120034,5164.33855577613,489.45058770143083,28.20614505181084,0.9777752132315687,0.02028917627741523,0.000252170136516723
195472559581222.5,50608949554812.17,24441659385982.13,8573393039779.536,1818352760343.5334,365360313756.40967,88206293383.18169,21827912060.7585,6066381751.434382,1950946151.367121,659909445.9467264,208652564.62661788,61427469.20174355,17608471.57242058,4998141.5632534865,1411704.5112995766,402430.41150162794,125112.58912227824,29512.04117384944,4586.547863750931,436.5775013601261,25.285698988251017,0.8815090406815829,0.018427607736075557,0.0002316236267164795
195551310446403.84,50575346044232.37,24410265521429.63,8559507654225.397,1856746447539.0825,358981841276.63947,83301891547.8158,19908299643.389954,5370810699.709266,1680652970.102407,555146181.1923882,173436449.98671708,51671656.40815309,15602548.547510939,4954513.080085947,1695016.459762055,708360.3558888629,264636.21164864674,68497.96034148026,11471.29044360339,1180.1457476181918,74.23344182220194,2.8090141993697317,0.06306796886374283,0.0008331286522782771
195517520546080.97,50585824994725.38,24420059148016.992,8559290703861.257,1788222524673.6892,364049136987.7228,89294046204.25705,22407448872.53912,6288279378.194414,2033093792.5650163,690776723.7469717,220081884.43121827,65525931.553239055,19044903.032179043,5492831.209291821,1581998.0322366324,462825.7957323388,151692.987952367,35980.25475042445,5552.628583310423,523.9268291295962,30.094459006866714,1.0418317874350704,0.021643925125919453,0.0002701630085974224
195398036113109.44,50595544509495.32,24434124609990.25,8559934670474.019,1699956826658.42,370555580413.7488,98362507251.3093,26859528356.908855,8393647817.191248,3138379719.71005,1243454895.3460736,442851281.4775731,139172184.29877564,40938918.27420442,11738564.5792059,3364377.283079383,1027717.247031861,321525.127718357,70901.69149024642,10099.061955654175,880.7194897593209,46.996645093417804,1.5259333551088898,0.03013372043889024,0.00036307410259143905
195546012859587.75,50598329845250.78,24424805696113.613,8533663850333.875,1479221285749.2056,354235798963.1154,104928737008.74477,30989528003.101006,9666785991.33471,3261479866.4265585,1140028063.792743,389031114.9670704,129068243.08426744,42408875.01926746,13697897.85144699,4305717.1932241,1370219.930701865,384008.0996487659,73464.49850726446,8915.75095302874,653.8461558132135,28.96794556370948,0.7716876511287827,0.012403603495588954,0.0001214916010860936
195497024608483.72,50598629528021.914,24426788300972.58,8523569695607.2,1356054477064.6775,343302412108.1406,109482369650.51994,34901531742.27826,11868558387.47298,4462691680.926987,1743446279.0933058,646291944.3905203,225602182.86143145,76366343.42548537,25173066.392248936,8059977.265238475,2673711.637141524,696438.200003517,120287.68131593798,12991.653671220127,841.6794933951302,32.81682362893729,0.7697208354622419,0.010942537071308283,9.594453109892721e-05
195524540663812.47,50594519909103.52,24423933432502.676,8538839995460.505,1538147510911.818,358153716238.2431,102539412732.77971,29454639263.483273,9099106095.906607,3113396822.7871885,1110045892.8959246,380294354.0071217,124994229.41693594,40740650.25210452,13312727.670244608,4432929.102196723,1726492.7613935648,544443.9489910053,115270.73523132315,15517.147697116903,1274.9788150792078,64.19728291454257,1.971311087508548,0.03687913376801224,0.00042131210168132793
195508256883333.3,50596405737723.56,24426553460663.406,8541920304729.182,1550924652159.3328,359912638141.98553,102586781922.01303,29357604620.530937,9051387623.293804,3097695732.223125,1104201943.7902875,376467191.3162682,122195073.54101866,38867455.3713273,12142110.435499046,3709931.6961146826,1144953.1821799949,330406.4073117629,65883.8903125237,8377.36277450609,645.2397148652378,30.070036893997273,0.8436364766143055,0.014289807892409466,0.00014748359980276096
195392093511329.06,50587391692430.22,24427313168163.047,8546041029910.056,1580990646180.4612,365819777902.19745,104209843877.28004,30341425236.01582,10001411607.086937,3918717805.776013,1626748876.8913047,608120394.4115738,200220300.78800607,61197193.838268295,17958827.243228268,5147978.320783242,1517290.4881043253,433940.2527686617,86636.60588634422,11089.95988039213,864.3817752875766,41.06849105981774,1.1873997849925053,0.021003072540118017,0.00022946855894048288
195562832936080.94,50589343780637.93,24419057160916.73,8551568170755.561,1714090832642.0623,361383401499.6244,92046403974.32288,23666399304.102043,6579722904.876602,2019493115.6714633,648005304.090044,203321067.6824447,62288634.7326594,19086413.885133844,5842897.278996249,1784370.663985243,562087.3457337936,183815.67839010063,42227.253028940424,6247.820497448502,563.6044226570677,30.89774845119272,1.0197442594476953,0.02019313134930663,0.00024058664649103995
