param,w1,w1_mean,ci_low,ci_high
P1,0.6398469021346667,0.6400192033302609,0.6335831883667532,0.6463654371995227
P2,-0.7126631651570173,-0.7124310851486785,-0.7178396846342799,-0.7064340538341823
P3,-0.011579706280964396,-0.011422338939967443,-0.01608848116213324,-0.004646048241103889
P4,0.014398293749831837,0.014410369183876118,0.009446192741650008,0.019664364397491835
P5,0.0004231481896880618,0.0003053117234000025,-0.00601899861731445,0.006680403587749679
P6,-0.03054852729832512,-0.030789298850876206,-0.037818932421638696,-0.021884018766732398
P7,0.18018283098395269,0.17970977381004208,0.1676543826875138,0.19404291501936904
P8,0.2012240372970421,0.20134943587279813,0.19476912114449726,0.20848161048461494
P9,0.07197752763152156,0.07205148862741968,0.06382336615362653,0.07940749048656402
P10,-0.057398889977465645,-0.057694768133994864,-0.06729108873819799,-0.044329041502058124
