param,sensitivity,boot_mean,ci_low,ci_high
P1,0.621142887860834,0.6221053286866801,0.5916489288623644,0.6440421755052702
P2,0.21601366016828635,0.21618824102837997,0.204165803467674,0.22630960338361095
P3,0.0038972082208504977,0.003956411828003184,0.001063984670699039,0.008407816028892675
P4,0.004038185419085841,0.004127490636711088,0.0017306781888547114,0.007244639798381471
P5,0.004355495206151664,0.004298792047551933,0.0027247805192717627,0.006236765231953376
P6,0.008237193805681749,0.008097427739833681,0.0042190921571085595,0.013017363761698209
P7,0.057533894076116164,0.05683171582305479,0.04669555998161956,0.07362315060899811
P8,0.05792007817459955,0.0580146492219218,0.05374575355202778,0.06391338110278047
P9,0.01237155647795132,0.012490145079217595,0.008003355552740616,0.018142643898171017
P10,0.014489840590443186,0.013889797908646931,0.0070211674920670685,0.026881509195177317
