eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.4871384239005665,0.48711831806405564,0.47894672264941185,0.4952540533637339
2,0.04589898599618826,0.045835724756453075,0.041305123955253605,0.05054157041157356
3,0.004832937747984257,0.005314738534801915,0.001505357070509777,0.012124570274398469
4,0.0017422900001716846,0.001934280675413679,0.0009101996961142546,0.0032373282004595056
5,0.0014511262660713666,0.0012348843725945619,0.000719718035947417,0.002258184216593817
6,0.0009054195720784508,0.0008439636172454816,0.0004998085527906102,0.0012437546794925817
7,0.0006928186781560726,0.0006364588916118682,0.0003176864497998744,0.0009385203216511024
8,0.0006425794245493508,0.00044640837787782503,0.00019452936290383134,0.0007193912089598469
9,0.00048070319101483077,0.0002669122287838653,0.00010941328631005167,0.0005393320320949793
10,0.00021280830451323392,0.00013419012194530177,6.934043853875209e-05,0.00024419938638359337
