eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.2190482730453008,0.21904401504505086,0.2161858567669183,0.22173047503902676
2,0.01325643200959366,0.01331696458368573,0.01225119866668218,0.014557175422834854
3,0.002698398289819424,0.002890919153239913,0.0009201574516138286,0.006541764510910915
4,0.001030005230261569,0.0010830756047687294,0.0005076375586885047,0.0018182804317810489
5,0.0007258349621576529,0.0006568881291482,0.0003608186657895826,0.0011914365951640608
6,0.0004399863869189237,0.00043337192708173006,0.00027271443550080167,0.0006678145969966914
7,0.00036476197781627246,0.00033171497038715875,0.00018972815132260035,0.0004974368099465977
8,0.0003282203043635627,0.00024381814107101747,8.953627874089975e-05,0.0003736869645462987
9,0.00023118957094272528,0.00015407285277052902,5.100169744137109e-05,0.0002829361761041019
10,0.00018726840546582857,8.245031542435222e-05,3.04706496640206e-05,0.0002059320011985609
