param,sensitivity,boot_mean,ci_low,ci_high
P1,0.6553053811028837,0.6561548386771593,0.6263994895906125,0.6798239937873634
P2,0.07643339368081939,0.07657021547167384,0.06982015883451606,0.08365743943977014
P3,0.003552739298015132,0.003607003161702081,0.0010081555594622553,0.007580868180599242
P4,0.003463189937445908,0.0035371602329656478,0.0014808811441436945,0.00619507964347625
P5,0.004139016711266517,0.004094280123163309,0.0027186769940902283,0.005703222556115407
P6,0.00943587253267735,0.00932778210759735,0.005953588707737548,0.013441580236374139
P7,0.10760167322613623,0.10694482581534469,0.0989398148989745,0.12134047526692916
P8,0.11146485750207184,0.11159254386567376,0.10707942242302336,0.11672695076381966
P9,0.013640825990709555,0.013769653541179223,0.009300457221612855,0.019162829647946893
P10,0.014963050017974436,0.014401697003541322,0.007922091057532664,0.026678586828988906
