param,sensitivity,boot_mean,ci_low,ci_high
P1,0.7477846009032624,0.7487049132312847,0.7160422948579881,0.7722277442610151
P2,0.05213896007792978,0.052180689801624214,0.048700404665518476,0.055543857901890197
P3,0.0033422656894702093,0.0033956828158956784,0.0008632788273478222,0.00726214937173332
P4,0.0034787800348410978,0.003555448684542654,0.0014784090619524284,0.0062511276949135915
P5,0.003928553643035931,0.0038821825085138774,0.002515069856150345,0.005566125397148841
P6,0.00815620761364705,0.008043152299597393,0.004659472883516565,0.012331996865639712
P7,0.07619804049441366,0.07557369604776659,0.06703025622234995,0.09032448558303899
P8,0.07930479098691134,0.07940815925655498,0.07537745532499743,0.084545890357995
P9,0.012064257244100051,0.012179758315870136,0.007935891161242438,0.0174086890409842
P10,0.013603543312389008,0.01307631703834959,0.006847843704937235,0.02488557624365742
