param,w1,w1_mean,ci_low,ci_high
P1,-0.9166382526282935,-0.9166208930139007,-0.9227347596155919,-0.9105772500070876
P2,-0.3173565315623737,-0.3171890356070278,-0.33229523202934336,-0.30150547735741107
P3,-0.003428616370492135,-0.0033983927722422234,-0.005073184932764858,-0.0015194319460891381
P4,0.0017802976919890638,0.0018020481525279992,-0.00024495030488178954,0.003793196151000866
P5,0.0070680682974502435,0.007038894247959807,0.005265173343351829,0.00882463834672295
P6,0.030618361486384065,0.030531247939680234,0.02840860281082221,0.03301015224168219
P7,-0.16878480297015974,-0.1689236450284237,-0.17260010142028626,-0.1644680512960243
P8,-0.17138539206310477,-0.17138268466467435,-0.17410462733982082,-0.1683016508474683
P9,-0.008808787585752112,-0.008758553406661191,-0.014173290323734145,-0.0032730305199836457
P10,0.010859194655283188,0.01076609909148055,0.005101066564858682,0.016698041206226817
