eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.5103014941057369,1.5099755896046612,1.4925295114210173,1.5276989596781934
2,0.002579086301257325,0.003003889999154918,0.0023421813676259315,0.005087709664947468
3,0.002173890991011697,0.002147414889792925,0.0016266590300782512,0.002824773699247388
4,0.001813327452607658,0.0015801215452946149,0.0008255623762854166,0.002050354246098218
5,0.0006740073523691237,0.0007518531577563499,0.00043273951414623125,0.0011938510697841436
6,0.0005539023142486968,0.0005238982816300929,0.0003098528767185994,0.000828122458045947
7,0.0004317301390930044,0.0003582113834768949,0.00015557743056576263,0.0005174070761735757
8,0.00029510812979824136,0.0002318496448757085,9.481211158304463e-05,0.0004256530302129197
9,0.00020219698424475544,0.00013243343748568675,6.48982513613735e-05,0.0002464406435091128
10,0.00011502665494057057,7.680871522691147e-05,3.2859023955855e-05,0.00014616527939957302
