param,sensitivity,boot_mean,ci_low,ci_high
P1,0.37457983367989556,0.37565839498589537,0.34765849203546834,0.39601136212503585
P2,0.4614135459296788,0.4623314803558222,0.4257482324253815,0.4905911463399557
P3,0.006095887533944023,0.006172683851011368,0.0017385237395016147,0.012865411277874337
P4,0.006236021807813152,0.006368728298280549,0.0026709387131921536,0.011114127990718242
P5,0.006441455151522026,0.006344352066154201,0.004037925721879709,0.009071894411249302
P6,0.011124837804630886,0.010876216860446934,0.005021984101329433,0.01821259154081422
P7,0.05160964624218779,0.05047811989707347,0.03443002409575384,0.0764021800320972
P8,0.04638096716174135,0.04648452963686755,0.0406360260662328,0.05448194463798235
P9,0.016088346418386086,0.016237963811465275,0.00968449480292849,0.024426085175307723
P10,0.020029458270199745,0.019047530236982156,0.008650059813221441,0.0383280676546096
