param,w1,w1_mean,ci_low,ci_high
P1,-0.8127246882170902,-0.812755955449451,-0.8262117660834928,-0.798945510113817
P2,-0.553940402257229,-0.5536466557983949,-0.5730772568762464,-0.5336295414504041
P3,-0.007842088190575676,-0.007803094375979123,-0.010924768380601925,-0.004725933790405883
P4,0.005699868951961949,0.005695586349081264,0.0015130156166015393,0.009574901792302146
P5,0.0074118557675389414,0.007363347828763612,0.0037031208540165956,0.010956308510781658
P6,0.02252009980219314,0.022370138070300225,0.01740089200879515,0.027598905109329844
P7,-0.1276619597621845,-0.127915914234612,-0.13406891747906732,-0.12019661228923129
P8,-0.12498841965618097,-0.12496963054002742,-0.12957737288553076,-0.119272858993443
P9,0.00726979691576448,0.007390263762080324,-6.046391039157036e-06,0.015104211148368697
P10,-5.991316741711895e-05,-0.00021258172999359434,-0.008594816739300392,0.009205921283280127
