eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.9203721836056601,0.9203643928269694,0.9043059066237298,0.9363958203220147
2,0.07197011825902298,0.07186213311400486,0.06498220933052608,0.07905904605844762
3,0.005028721706637281,0.005545577327890104,0.0017931199485483136,0.012489535717220421
4,0.0019447543733385607,0.0021409482630952653,0.0012170591336235202,0.0033915432453846383
5,0.0016063335773228568,0.0014673665553893984,0.0008838427751531313,0.0024325571650820298
6,0.001202647979549312,0.00104286692314172,0.0006218557636997863,0.0014788355049074337
7,0.0008137504264468683,0.000768077710893025,0.0003824256613028375,0.001174955554912563
8,0.0007559906218736999,0.0005296465726596653,0.0002470588963467775,0.0008964515493262861
9,0.0005280097515287234,0.000311554402772753,0.00013557082250132923,0.0006118177519405797
10,0.00023220857308753486,0.00015622033281862356,8.097097507952539e-05,0.00027407152090692103
