param,sensitivity,boot_mean,ci_low,ci_high
P1,0.04636968128089451,0.04637554289431218,0.04370826479065603,0.049210230803699725
P2,0.8725793003238435,0.8727504834140691,0.8615283273514237,0.8805420699309003
P3,0.0018633295017483845,0.0018834863743575861,0.0011872487784704991,0.002970793282308129
P4,0.000849332854779314,0.0008670982128647705,0.00039491841474818785,0.0014769306597181354
P5,0.0011638618885376996,0.0011578264493695624,0.0007977999678318196,0.001559052711549624
P6,0.0026017957244752845,0.0025877849294103443,0.0018092033726966577,0.003605931424549339
P7,0.030801069251784278,0.030655637884648403,0.028183017199748195,0.035126729597475446
P8,0.029608456641211558,0.02963455580533582,0.02835322163025217,0.03137359169698559
P9,0.006863443981914664,0.006916419637684941,0.005680284886512557,0.008653577761596672
P10,0.007299728550809925,0.007171164397948423,0.005192760538618652,0.010833028299327887
