param,sensitivity,boot_mean,ci_low,ci_high
P1,0.43573427801951836,0.43570363629033027,0.43289658900584804,0.43840520707292163
P2,0.5533903701050422,0.5534428885950239,0.5507655045726564,0.5560668963190106
P3,0.000833059277457413,0.000837969845918344,0.0006796880679075452,0.001093191021514611
P4,0.00020353615788251258,0.00020682669805707985,0.00011909416215541726,0.00032293054316766154
P5,0.0002902539099914068,0.0002893849945513945,0.00020197726552433746,0.00039285025299694705
P6,0.0003876430570022259,0.0003859186778489095,0.00022277152288118865,0.0005888892495032904
P7,0.0008996386968194962,0.0008807843104129393,0.0003579738044905913,0.001712193048639923
P8,0.0005698376978184897,0.000572581233421639,0.0003847697175184712,0.0008263498442868029
P9,0.0035920398139656297,0.0036056799549977264,0.003282598736928192,0.004058159387627275
P10,0.004099343264502141,0.004074329399437893,0.0035303009359173537,0.004959436322886748
