param,sensitivity,boot_mean,ci_low,ci_high
P1,0.7777994689625694,0.7779878892823731,0.764022268387168,0.792004062272998
P2,0.14621796207771756,0.14610020864957307,0.13373317544260482,0.15870796832879344
P3,0.0008407728348720476,0.0008552965188753318,0.0003064787708644104,0.0017233637904445986
P4,0.000816526977978635,0.0008354120027267761,0.0003893080783524307,0.0014287860734077521
P5,0.0007924154260921581,0.000783729942926481,0.0005005488144788488,0.001163715238953577
P6,0.0020766462581937504,0.002054285002953426,0.0013824617663925243,0.003070308210664587
P7,0.029363319976185475,0.029335835989209448,0.027047783457019223,0.03217129742060935
P8,0.028780655168038967,0.028797690910999044,0.027989456607204293,0.02961754114238773
P9,0.006441684293202203,0.006458390388490162,0.005672215266949512,0.007370116084879998
P10,0.0068705480251492835,0.0067912613118725875,0.005241541687834694,0.009226233991992096
