param,w1,w1_mean,ci_low,ci_high
P1,0.16977115650519023,0.16976578101901596,0.1538481326113807,0.18447136456182398
P2,-0.9705195569645562,-0.970346820729841,-0.9729454299210928,-0.9672816108622081
P3,-0.017625454744834332,-0.017552747328823545,-0.022038823654919156,-0.012273973144935878
P4,0.015591730972336966,0.01552131364998826,0.009117831635067936,0.022174830075114227
P5,0.005494578220403608,0.005401126335121578,-0.0030645964692002717,0.014582494557914438
P6,-0.017074675485178773,-0.01734043763527776,-0.027406683133214284,-0.005385252043492398
P7,0.09850587680316442,0.09812560438324076,0.08673885884305702,0.11542491406411554
P8,0.11641899155136762,0.11659943882889823,0.1087596647755971,0.1255671474496136
P9,0.060615199834316486,0.06092642923339955,0.05099489208862769,0.07178403046537316
P10,-0.03824994766323821,-0.038501854118671824,-0.05206213807617085,-0.020477881691345727
