param,sensitivity,boot_mean,ci_low,ci_high
P1,0.8107568135124773,0.8109582653295611,0.7966984844962277,0.8243763880312098
P2,0.11721123284689275,0.11710765286940812,0.10625137374903389,0.12838802988609407
P3,0.0009606063245710462,0.000977888359253109,0.00032230064716857933,0.0020111550017116245
P4,0.0009451373589546004,0.0009671581741447947,0.0004407499906084546,0.0016628908883080857
P5,0.0009055325188575234,0.000895176645820519,0.0005596994744748885,0.0013403436933778052
P6,0.0021942373946472614,0.0021679016931686616,0.0013707215128051222,0.0033546877308353366
P7,0.027223851368301757,0.027181786736539332,0.024545939350457752,0.030633614976345758
P8,0.026319969089669538,0.026338261928706766,0.025506725814770502,0.02717762691177031
P9,0.006416188280674541,0.006436982514325058,0.00553794844894415,0.007531776288864575
P10,0.0070664313049538996,0.006968925749072596,0.005150540218166218,0.009879377232248906
